-1.998418794454603686e+00,7.951303019385178028e-02
-1.998418794454603686e+00,-7.951303019385128068e-02
-1.985784147403947042e+00,-2.380363836038083269e-01
-1.960594733609272167e+00,-3.950547943559055697e-01
-1.923009808654840835e+00,-5.495755415020504575e-01
-1.873266996537456208e+00,-7.006216951276472704e-01
-1.811680787331046316e+00,-8.472382928170562044e-01
-1.738640548879165193e+00,-9.884983772334454688e-01
-1.654608065086114355e+00,-1.123508856641541875e+00
-1.560114616370424478e+00,-1.251416151321119719e+00
-1.455757620738988400e+00,-1.371411590172825878e+00
-1.342196856718073539e+00,-1.482736523397236272e+00
-1.220150292021049854e+00,-1.584687118923147953e+00
-1.090389544325334414e+00,-1.676618812260553648e+00
-9.537350028570121818e-01,-1.757950381644867388e+00
-8.110506416259890550e-01,-1.828167622708068762e+00
-6.632385571041347072e-01,-1.886826599444269448e+00
-5.112332648809496671e-01,-1.933556450916074088e+00
-3.559957913551020647e-01,-1.968061735956841085e+00
-1.985075978161224552e-01,-1.990124301044855049e+00
-3.976437533014084286e-02,-1.999604659540131113e+00
1.192302503396380498e-01,-1.996442873563866183e+00
2.774710639781369781e-01,-1.980658932945003725e+00
4.339576162126354553e-01,-1.952352628838101900e+00
5.877005486758417607e-01,-1.911702922811521654e+00
7.377278490480160267e-01,-1.858966815394774041e+00
8.830909964318229832e-01,-1.794477721238424861e+00
1.022870958206844039e+00,-1.718643361159322369e+00
1.156184000449696825e+00,-1.631943184398321867e+00
1.282187275184440756e+00,-1.534925337387815558e+00
1.400084149138850265e+00,-1.428203198193499945e+00
1.509129240316460230e+00,-1.312451498540751160e+00
1.608633130541530010e+00,-1.188402057943420465e+00
1.697966724182727427e+00,-1.056839156905239552e+00
1.776565225498263789e+00,-9.185945784459559338e-01
1.843931709456413603e+00,-7.745423493012816296e-01
1.899640263455565137e+00,-6.255932140444550038e-01
1.943338680080819891e+00,-4.726888770658100869e-01
1.974750683872666945e+00,-3.167960488144297426e-01
1.993677678029391664e+00,-1.589003339434297835e-01
2.000000000000000000e+00,0.000000000000000000e+00
1.993677678029391664e+00,1.589003339434287565e-01
1.974750683872666723e+00,3.167960488144299647e-01
1.943338680080820113e+00,4.726888770658097538e-01
