1.650000000000000000e+02,-5.500000000000000000e+01
1.700000000000000000e+02,-5.700000000000000000e+01
1.750000000000000000e+02,-6.100000000000000000e+01
1.780000000000000000e+02,-6.600000000000000000e+01
1.800000000000000000e+02,-7.100000000000000000e+01
1.810000000000000000e+02,-7.600000000000000000e+01
1.820000000000000000e+02,-8.100000000000000000e+01
1.820000000000000000e+02,-8.600000000000000000e+01
1.820000000000000000e+02,-9.100000000000000000e+01
1.820000000000000000e+02,-9.600000000000000000e+01
1.850000000000000000e+02,-1.010000000000000000e+02
1.900000000000000000e+02,-1.040000000000000000e+02
1.920000000000000000e+02,-1.090000000000000000e+02
1.910000000000000000e+02,-1.140000000000000000e+02
1.890000000000000000e+02,-1.190000000000000000e+02
1.870000000000000000e+02,-1.240000000000000000e+02
1.830000000000000000e+02,-1.270000000000000000e+02
1.840000000000000000e+02,-1.320000000000000000e+02
1.850000000000000000e+02,-1.370000000000000000e+02
1.860000000000000000e+02,-1.420000000000000000e+02
1.890000000000000000e+02,-1.470000000000000000e+02
1.940000000000000000e+02,-1.510000000000000000e+02
1.990000000000000000e+02,-1.530000000000000000e+02
2.040000000000000000e+02,-1.550000000000000000e+02
2.080000000000000000e+02,-1.600000000000000000e+02
2.100000000000000000e+02,-1.650000000000000000e+02
2.110000000000000000e+02,-1.700000000000000000e+02
2.110000000000000000e+02,-1.750000000000000000e+02
2.120000000000000000e+02,-1.800000000000000000e+02
2.120000000000000000e+02,-1.850000000000000000e+02
2.140000000000000000e+02,-1.900000000000000000e+02
2.150000000000000000e+02,-1.950000000000000000e+02
2.130000000000000000e+02,-1.930000000000000000e+02
2.100000000000000000e+02,-1.880000000000000000e+02
2.080000000000000000e+02,-1.830000000000000000e+02
2.070000000000000000e+02,-1.780000000000000000e+02
2.070000000000000000e+02,-1.730000000000000000e+02
2.070000000000000000e+02,-1.680000000000000000e+02
2.050000000000000000e+02,-1.630000000000000000e+02
2.010000000000000000e+02,-1.580000000000000000e+02
1.960000000000000000e+02,-1.550000000000000000e+02
1.910000000000000000e+02,-1.530000000000000000e+02
1.860000000000000000e+02,-1.510000000000000000e+02
1.840000000000000000e+02,-1.540000000000000000e+02
1.840000000000000000e+02,-1.590000000000000000e+02
1.840000000000000000e+02,-1.640000000000000000e+02
1.840000000000000000e+02,-1.690000000000000000e+02
1.850000000000000000e+02,-1.740000000000000000e+02
1.870000000000000000e+02,-1.790000000000000000e+02
1.900000000000000000e+02,-1.840000000000000000e+02
1.930000000000000000e+02,-1.890000000000000000e+02
1.890000000000000000e+02,-1.870000000000000000e+02
1.860000000000000000e+02,-1.820000000000000000e+02
1.830000000000000000e+02,-1.770000000000000000e+02
1.810000000000000000e+02,-1.720000000000000000e+02
1.800000000000000000e+02,-1.670000000000000000e+02
1.790000000000000000e+02,-1.620000000000000000e+02
1.800000000000000000e+02,-1.570000000000000000e+02
1.810000000000000000e+02,-1.520000000000000000e+02
1.820000000000000000e+02,-1.470000000000000000e+02
1.830000000000000000e+02,-1.420000000000000000e+02
